ID,GICS Sector,Partial Errors
FROT NO Equity,Industrial,
FRT US Equity,Financial,
FRUT IT Equity,Basic Materials,
FRVIA FP Equity,"Consumer, Cyclical",
FSL US Equity,Technology,
FSLR US Equity,Energy,
FTAL IT Equity,"Consumer, Cyclical",
FTCH US Equity,Communications,
FTI US Equity,Energy,
FTNT US Equity,Technology,
FTRCQ US Equity,Communications,
FTS CN Equity,Utilities,
FTT CN Equity,Industrial,
FTV US Equity,Industrial,
FUR NA Equity,Energy,
FVRR US Equity,Communications,
FWONA US Equity,Communications,
FXJ AU Equity,Communications,
FXPO LN Equity,Basic Materials,
G IM Equity,Financial,
G US Equity,Technology,
G1A GY Equity,Industrial,
G24 GY Equity,Communications,
GALD SE Equity,"Consumer, Non-cyclical",
GALP PL Equity,Energy,
GALV SP Equity,"Consumer, Cyclical",
GAM SE Equity,Financial,
GAS US Equity,Utilities,
GBLB BB Equity,Financial,
GCC ID Equity,"Consumer, Non-cyclical",
GCO SM Equity,Financial,
GCT IT Equity,Financial,
GD US Equity,Industrial,
GDDY US Equity,Communications,
GDRX US Equity,"Consumer, Non-cyclical",
GE SP Equity,Financial,
GE US Equity,Industrial,
GE1 GY Equity,Financial,
GEBN SE Equity,Industrial,
GEHC US Equity,"Consumer, Non-cyclical",
GEN US Equity,Communications,
GENL LN Equity,Energy,
GENS SP Equity,"Consumer, Cyclical",
GENZ US Equity,"Consumer, Non-cyclical",
GEO IM Equity,"Consumer, Cyclical",
GES US Equity,"Consumer, Cyclical",
GET FP Equity,Industrial,
GETIB SS Equity,"Consumer, Non-cyclical",
GEV US Equity,Industrial,
GFC FP Equity,Financial,
GFJ GY Equity,Financial,
GFL CN Equity,Industrial,
GFS LN Equity,"Consumer, Non-cyclical",
GFS US Equity,Technology,
GGG US Equity,Industrial,
GGP US Equity,Financial,
GGR SP Equity,"Consumer, Non-cyclical",
GH US Equity,"Consumer, Non-cyclical",
GHC US Equity,"Consumer, Non-cyclical",
GIB/A CN Equity,Technology,
GIL CN Equity,"Consumer, Cyclical",
GILD US Equity,"Consumer, Non-cyclical",
GIS US Equity,"Consumer, Non-cyclical",
GIVN SE Equity,Basic Materials,
GJF NO Equity,Financial,
GKN LN Equity,"Consumer, Cyclical",
GKP LN Equity,Energy,
GL US Equity,Financial,
GLB ID Equity,"Consumer, Non-cyclical",
GLBE US Equity,Technology,
GLE FP Equity,Financial,
GLEN LN Equity,Basic Materials,
GLIBA US Equity,Communications,
GLP SP Equity,Financial,
GLPG NA Equity,"Consumer, Non-cyclical",
GLPI US Equity,Financial,
GLW US Equity,Communications,
GM US Equity,"Consumer, Cyclical",
GMAB DC Equity,"Consumer, Non-cyclical",
GMCR US Equity,"Consumer, Non-cyclical",
GME US Equity,"Consumer, Cyclical",
GMG AU Equity,Financial,
GMT NZ Equity,Financial,
GN DC Equity,Communications,
GNE NZ Equity,Utilities,
GNK LN Equity,"Consumer, Cyclical",
GNRC US Equity,Industrial,
GNTX US Equity,"Consumer, Cyclical",
GNW US Equity,Financial,
GOOGL US Equity,Communications,
GOOS CN Equity,"Consumer, Cyclical",
GPC US Equity,"Consumer, Cyclical",
GPN US Equity,"Consumer, Non-cyclical",
GPS US Equity,,No valid data returned for Security GPS US Equity.
GPT AU Equity,Financial,
GR US Equity,Industrial,
GRA US Equity,Basic Materials,
GRAB US Equity,Communications,
GRAL US Equity,"Consumer, Non-cyclical",
GRF SM Equity,"Consumer, Non-cyclical",
GRMN US Equity,Industrial,
GRPN US Equity,Communications,
GS US Equity,Financial,
GSK LN Equity,"Consumer, Non-cyclical",
GT US Equity,"Consumer, Cyclical",
GTES US Equity,Industrial,
GTK IM Equity,"Consumer, Cyclical",
GTLB US Equity,Technology,
GTO NA Equity,Technology,
GUOL SP Equity,Financial,
GVNV NA Equity,"Consumer, Cyclical",
GVYM IT Equity,"Consumer, Cyclical",
GWO CN Equity,Financial,
GWRE US Equity,Technology,
GWW US Equity,"Consumer, Cyclical",
GXO US Equity,"Consumer, Non-cyclical",
GXP US Equity,Utilities,
H CN Equity,Utilities,
H US Equity,"Consumer, Cyclical",
HAIN US Equity,"Consumer, Non-cyclical",
HAL US Equity,Energy,
HAR US Equity,"Consumer, Cyclical",
HARL IT Equity,Financial,
HAS LN Equity,"Consumer, Non-cyclical",
HAS US Equity,"Consumer, Cyclical",
HBAN US Equity,Financial,
HBI US Equity,"Consumer, Cyclical",
HBOS LN Equity,Financial,
HBR LN Equity,Energy,
HCA US Equity,"Consumer, Non-cyclical",
HCBK US Equity,Financial,
HCM US Equity,"Consumer, Non-cyclical",
HD US Equity,"Consumer, Cyclical",
HDG NA Equity,"Consumer, Cyclical",
HDS US Equity,"Consumer, Cyclical",
HEI GY Equity,Industrial,
HEI US Equity,Industrial,
HEIA NA Equity,"Consumer, Non-cyclical",
HEIO NA Equity,"Consumer, Non-cyclical",
HEN GY Equity,"Consumer, Non-cyclical",
HES US Equity,Energy,
HET US Equity,"Consumer, Cyclical",
HEW US Equity,"Consumer, Non-cyclical",
HEXAB SS Equity,Industrial,
HFC US Equity,Energy,
HFG GY Equity,"Consumer, Non-cyclical",
HGSI US Equity,"Consumer, Non-cyclical",
HHC US Equity,Financial,
HHFA GY Equity,"Consumer, Non-cyclical",
HIBU LN Equity,Communications,
HIG US Equity,Financial,
HII US Equity,Industrial,
HIK LN Equity,"Consumer, Non-cyclical",
HKL SP Equity,Financial,
HL/ LN Equity,Financial,
HLAG GY Equity,Industrial,
HLF US Equity,"Consumer, Non-cyclical",
HLMA LN Equity,Industrial,
HLN LN Equity,"Consumer, Non-cyclical",
HLT US Equity,"Consumer, Cyclical",
HLUNB DC Equity,"Consumer, Non-cyclical",
HMB SS Equity,"Consumer, Cyclical",
HMSO LN Equity,Financial,
HNB NO Equity,Utilities,
HNR1 GY Equity,Financial,
HNT US Equity,"Consumer, Non-cyclical",
HNZ US Equity,"Consumer, Non-cyclical",
HO FP Equity,Industrial,
HOC LN Equity,Basic Materials,
HOG US Equity,"Consumer, Cyclical",
HOLMB SS Equity,Basic Materials,
HOLN SE Equity,Industrial,
HOLX US Equity,"Consumer, Non-cyclical",
HON US Equity,Industrial,
HOOD US Equity,Communications,
HOT GY Equity,Industrial,
HOT US Equity,"Consumer, Cyclical",
HOUS US Equity,Financial,
HP US Equity,Energy,
HPE US Equity,Technology,
HPHT SP Equity,"Consumer, Non-cyclical",
HPQ US Equity,Technology,
HR US Equity,Financial,
HRB US Equity,"Consumer, Non-cyclical",
HRC US Equity,"Consumer, Non-cyclical",
HRL US Equity,"Consumer, Non-cyclical",
HR-U CN Equity,Financial,
HRX GY Equity,Diversified,
HSBA LN Equity,Financial,
HSE CN Equity,Energy,
HSH US Equity,"Consumer, Non-cyclical",
HSIC US Equity,"Consumer, Non-cyclical",
HSP US Equity,"Consumer, Non-cyclical",
HST US Equity,Financial,
HSY US Equity,"Consumer, Non-cyclical",
HTO GA Equity,Communications,
HTZGQ US Equity,"Consumer, Non-cyclical",
HUBB US Equity,Industrial,
HUBS US Equity,Technology,
HUM US Equity,"Consumer, Non-cyclical",
HUN US Equity,Basic Materials,
HUSQA SS Equity,Industrial,
HVN AU Equity,"Consumer, Cyclical",
HWM US Equity,Industrial,
HZNP US Equity,"Consumer, Non-cyclical",
IAA US Equity,"Consumer, Cyclical",
IAC US Equity,Communications,
IAG AU Equity,Financial,
IAG LN Equity,"Consumer, Cyclical",
IBE SM Equity,Utilities,
IBKR US Equity,Financial,
IBM US Equity,Technology,
IBR SM Equity,Utilities,
IBRX US Equity,"Consumer, Non-cyclical",
ICA FP Equity,Financial,
ICA SS Equity,"Consumer, Non-cyclical",
ICAD FP Equity,Financial,
ICE US Equity,Financial,
ICG LN Equity,Financial,
ICI LN Equity,Basic Materials,
ICL IT Equity,Basic Materials,
ICLR US Equity,"Consumer, Non-cyclical",
ICPT US Equity,"Consumer, Non-cyclical",
IDS LN Equity,Industrial,
IDXX US Equity,"Consumer, Non-cyclical",
IEA AV Equity,Financial,
IEX US Equity,Industrial,
IFC CN Equity,Financial,
IFF US Equity,Basic Materials,
IFL IM Equity,Diversified,
IFT NZ Equity,Financial,
IFX GY Equity,Technology,
IGM CN Equity,Financial,
IGO AU Equity,Basic Materials,
IGY GY Equity,Utilities,
IGYB GY Equity,Utilities,
IHG LN Equity,"Consumer, Cyclical",
IIA AV Equity,Financial,
III LN Equity,Financial,
IL0A ID Equity,Financial,
ILCO IT Equity,Basic Materials,
ILD FP Equity,Communications,
ILMN US Equity,"Consumer, Non-cyclical",
ILU AU Equity,Basic Materials,
IM US Equity,Industrial,
IMB LN Equity,"Consumer, Non-cyclical",
IMG CN Equity,Basic Materials,
IMI LN Equity,Industrial,
IMO CN Equity,Energy,
IMS US Equity,Technology,
INCH LN Equity,"Consumer, Cyclical",
INCY US Equity,"Consumer, Non-cyclical",
INDT SS Equity,Industrial,
INDUA SS Equity,Financial,
INF LN Equity,Communications,
INFO US Equity,Funds,
ING FP Equity,Technology,
INGA NA Equity,Financial,
INGR US Equity,"Consumer, Non-cyclical",
INLOT GA Equity,"Consumer, Cyclical",
INM ID Equity,Communications,
INPST NA Equity,Industrial,
INTC US Equity,Technology,
INTU LN Equity,Financial,
INTU US Equity,Technology,
INVEA SS Equity,Financial,
INVH US Equity,Financial,
INVP LN Equity,Financial,
INW IM Equity,Industrial,
IOL IM Equity,Communications,
IONS US Equity,"Consumer, Non-cyclical",
IOT US Equity,Technology,
IP US Equity,Basic Materials,
IPG US Equity,Communications,
IPGP US Equity,Technology,
IPL AU Equity,Industrial,
IPL CN Equity,Energy,
IPN FP Equity,"Consumer, Non-cyclical",
IPR LN Equity,Utilities,
IQV US Equity,"Consumer, Non-cyclical",
IR US Equity,Industrial,
IRM US Equity,Financial,
IS US Equity,Technology,
ISAT LN Equity,Communications,
ISP IM Equity,Financial,
ISPR IM Equity,Financial,
ISRG US Equity,"Consumer, Non-cyclical",
ISS DC Equity,"Consumer, Non-cyclical",
ISYS LN Equity,Industrial,
IT IM Equity,Industrial,
IT US Equity,Technology,
ITC US Equity,Utilities,
ITRK LN Equity,"Consumer, Non-cyclical",
ITT US Equity,Industrial,
ITV LN Equity,Communications,
ITW US Equity,Industrial,
ITX SM Equity,"Consumer, Cyclical",
IVG GY Equity,Financial,
IVN CN Equity,Basic Materials,
IVZ LN Equity,Financial,
IVZ US Equity,Financial,
J US Equity,Industrial,
JAH US Equity,"Consumer, Non-cyclical",
JAZZ US Equity,"Consumer, Non-cyclical",
JBHT US Equity,Industrial,
JBL US Equity,Industrial,
JBLU US Equity,"Consumer, Cyclical",
JCI US Equity,Industrial,
JCNC SP Equity,"Consumer, Cyclical",
JD/ LN Equity,"Consumer, Cyclical",
JDEP NA Equity,"Consumer, Non-cyclical",
JE/ LN Equity,Communications,
JEF US Equity,Financial,
JHG US Equity,Financial,
JKHY US Equity,Technology,
JLL US Equity,Financial,
JM SP Equity,Diversified,
JMAT LN Equity,Basic Materials,
JMT PL Equity,"Consumer, Non-cyclical",
JNJ US Equity,"Consumer, Non-cyclical",
JNPR US Equity,Communications,
JOE US Equity,Financial,
JOY US Equity,Industrial,
JPM US Equity,Financial,
JS SP Equity,"Consumer, Cyclical",
JUNO US Equity,"Consumer, Non-cyclical",
JWN US Equity,"Consumer, Cyclical",
JYSK DC Equity,Financial,
K CN Equity,Basic Materials,
K US Equity,"Consumer, Non-cyclical",
KAHOT NO Equity,Technology,
KAR US Equity,"Consumer, Cyclical",
KATE US Equity,"Consumer, Cyclical",
KAZ LN Equity,Basic Materials,
KBC BB Equity,Financial,
KBCA BB Equity,Financial,
KBR US Equity,Technology,
KBX GY Equity,Industrial,
KD8 GY Equity,Communications,
KDP US Equity,"Consumer, Non-cyclical",
KEL LN Equity,Utilities,
KEP SP Equity,Industrial,
KER FP Equity,"Consumer, Cyclical",
KESKOA FH Equity,"Consumer, Non-cyclical",
KEY CN Equity,Energy,
KEY US Equity,Financial,
KEYS US Equity,Industrial,
KG US Equity,"Consumer, Non-cyclical",
KGF LN Equity,"Consumer, Cyclical",
KGX GY Equity,Industrial,
KHC US Equity,"Consumer, Non-cyclical",
KIM US Equity,Financial,
KINVA SS Equity,Financial,
KITE US Equity,"Consumer, Non-cyclical",
KKR US Equity,Financial,
KL CN Equity,Basic Materials,
KLAC US Equity,Technology,
KMB US Equity,"Consumer, Non-cyclical",
KMI US Equity,Energy,
KML CN Equity,Energy,
KMR US Equity,Energy,
KMX US Equity,"Consumer, Cyclical",
KN FP Equity,Financial,
KNEBV FH Equity,Industrial,
KNIN SE Equity,Industrial,
KNX US Equity,Industrial,
KO US Equity,"Consumer, Non-cyclical",
KOG NO Equity,Industrial,
KOJAMO FH Equity,Financial,
KOS US Equity,Energy,
KPG NZ Equity,Financial,
KPLD SP Equity,Financial,
KPN NA Equity,Communications,
KR US Equity,"Consumer, Non-cyclical",
KRC US Equity,Financial,
KREIT SP Equity,Financial,
KRNT US Equity,Industrial,
KSE US Equity,Utilities,
KSP ID Equity,Industrial,
KSS US Equity,"Consumer, Cyclical",
KSU US Equity,Industrial,
KVUE US Equity,"Consumer, Non-cyclical",
KWKAQ US Equity,Energy,
KYGA ID Equity,"Consumer, Non-cyclical",
L CN Equity,"Consumer, Non-cyclical",
L US Equity,Financial,
LAD US Equity,"Consumer, Cyclical",
LAMR US Equity,Financial,
LAND LN Equity,Financial,
LATOB SS Equity,Financial,
LAZ US Equity,Financial,
LBRDA US Equity,Communications,
LBTYA US Equity,Communications,
LC US Equity,Financial,
LCC US Equity,"Consumer, Cyclical",
LCID US Equity,"Consumer, Cyclical",
LCL LN Equity,"Consumer, Cyclical",
LDO IM Equity,Industrial,
LDOS US Equity,Technology,
LEA US Equity,"Consumer, Cyclical",
LEG GY Equity,Financial,
LEG US Equity,"Consumer, Cyclical",
LEN/B US Equity,"Consumer, Cyclical",
LEVI US Equity,"Consumer, Cyclical",
LG FP Equity,Industrial,
LGEN LN Equity,Financial,
LGF/A US Equity,"Consumer, Cyclical",
LH US Equity,"Consumer, Non-cyclical",
LHA GY Equity,"Consumer, Cyclical",
LHX US Equity,Industrial,
LI FP Equity,Financial,
LIFCOB SS Equity,"Consumer, Non-cyclical",
LII US Equity,Industrial,
LIN US Equity,Basic Materials,
LINU GY Equity,Basic Materials,
LISP SE Equity,"Consumer, Non-cyclical",
LKQ US Equity,"Consumer, Cyclical",
LLC AU Equity,Industrial,
LLOY LN Equity,Financial,
LLTC US Equity,Technology,
LLY US Equity,"Consumer, Non-cyclical",
LM US Equity,Financial,
LMI LN Equity,Basic Materials,
LMT US Equity,Industrial,
LNA GY Equity,Basic Materials,
LNC US Equity,Financial,
LNG US Equity,Energy,
LNKD US Equity,Communications,
LNT US Equity,Utilities,
LNZ AV Equity,Basic Materials,
LO US Equity,"Consumer, Non-cyclical",
LOCAL FP Equity,Communications,
LOG LN Equity,Technology,
LOGN SE Equity,Technology,
LONN SE Equity,"Consumer, Non-cyclical",
LOW US Equity,"Consumer, Cyclical",
LPLA US Equity,Financial,
LPT US Equity,Financial,
LR FP Equity,Industrial,
LRCX US Equity,Technology,
LSCC US Equity,Technology,
LSEG LN Equity,Financial,
LSG NO Equity,"Consumer, Non-cyclical",
LSI US Equity,Financial,
LSPD CN Equity,Technology,
LSXMA US Equity,Communications,
LULU US Equity,"Consumer, Cyclical",
LUMI IT Equity,Financial,
LUMN US Equity,Communications,
LUN CN Equity,Basic Materials,
LUNDB SS Equity,Financial,
LUV US Equity,"Consumer, Cyclical",
LUX IM Equity,"Consumer, Cyclical",
LVGO US Equity,"Consumer, Non-cyclical",
LVLT US Equity,Communications,
LVNTA US Equity,Communications,
LVS US Equity,"Consumer, Cyclical",
LW US Equity,"Consumer, Non-cyclical",
LXK US Equity,Technology,
LXS GY Equity,Basic Materials,
LYB US Equity,Basic Materials,
LYFT US Equity,Communications,
LYO US Equity,Basic Materials,
LYV US Equity,"Consumer, Cyclical",
M US Equity,"Consumer, Cyclical",
MA US Equity,Financial,
MAA US Equity,Financial,
MAB LN Equity,"Consumer, Cyclical",
MAC US Equity,Financial,
MAERSKA DC Equity,Industrial,
MAIN IT Equity,"Consumer, Non-cyclical",
MAN GY Equity,Industrial,
MAN US Equity,"Consumer, Non-cyclical",
MAN3 GY Equity,Industrial,
MANH US Equity,Technology,
MAP SM Equity,Financial,
MAR US Equity,"Consumer, Cyclical",
MAS US Equity,Industrial,
MASI US Equity,"Consumer, Non-cyclical",
MAT US Equity,"Consumer, Cyclical",
MB IM Equity,Financial,
MBBYF US Equity,"Consumer, Cyclical",
MBG GY Equity,"Consumer, Cyclical",
MBI US Equity,Financial,
MBLY US Equity,"Consumer, Cyclical",
MC FP Equity,"Consumer, Cyclical",
MCC AU Equity,Energy,
MCD US Equity,"Consumer, Cyclical",
MCFE US Equity,Technology,
MCHP US Equity,Technology,
MCK US Equity,"Consumer, Non-cyclical",
MCO US Equity,"Consumer, Non-cyclical",
MCRO LN Equity,Technology,
MCY NZ Equity,Utilities,
MD US Equity,"Consumer, Non-cyclical",
MDB US Equity,Technology,
MDC LN Equity,"Consumer, Non-cyclical",
MDLZ US Equity,"Consumer, Non-cyclical",
MDRIQ US Equity,Energy,
MDT US Equity,"Consumer, Non-cyclical",
MDU US Equity,Utilities,
MDVN US Equity,"Consumer, Non-cyclical",
MEDAA SS Equity,"Consumer, Non-cyclical",
MEE US Equity,Energy,
MEG CN Equity,Energy,
MEL NZ Equity,Utilities,
MEL US Equity,Financial,
MELI US Equity,Communications,
MER US Equity,Financial,
MERL LN Equity,"Consumer, Cyclical",
MET US Equity,Financial,
META US Equity,Communications,
METSO FH Equity,Industrial,
METTK GA Equity,Industrial,
MF FP Equity,Financial,
MFC CN Equity,Financial,
MFE US Equity,Communications,
MFEB IM Equity,Communications,
MFG AU Equity,Financial,
MFT NZ Equity,Industrial,
MG CN Equity,"Consumer, Cyclical",
MGGT LN Equity,Industrial,
MGM US Equity,"Consumer, Cyclical",
MGP US Equity,Financial,
MGR AU Equity,Financial,
MHK US Equity,Industrial,
MHS US Equity,"Consumer, Non-cyclical",
MIC CN Equity,Financial,
MIC US Equity,Financial,
MIDD US Equity,Industrial,
MIG GA Equity,Financial,
MIK US Equity,"Consumer, Cyclical",
MIN AU Equity,Basic Materials,
MINT SP Equity,Financial,
MJN US Equity,"Consumer, Non-cyclical",
MKC US Equity,"Consumer, Non-cyclical",
MKL US Equity,Financial,
MKS LN Equity,"Consumer, Non-cyclical",
MKSI US Equity,Technology,
MKTX US Equity,"Consumer, Non-cyclical",
ML FP Equity,"Consumer, Cyclical",
MLC LN Equity,"Consumer, Cyclical",
MLCO US Equity,"Consumer, Cyclical",
MLM US Equity,Industrial,
MLNX US Equity,Technology,
MLSR IT Equity,Financial,
MLT SP Equity,Financial,
MMB FP Equity,Communications,
MMC US Equity,Financial,
MMK AV Equity,Industrial,
MMM US Equity,Industrial,
MNDI LN Equity,Basic Materials,
MNDT US Equity,Communications,
MNDY US Equity,Technology,
MNG LN Equity,Financial,
MNKKQ US Equity,"Consumer, Non-cyclical",
MNST US Equity,"Consumer, Non-cyclical",
MO US Equity,"Consumer, Non-cyclical",
MOH GA Equity,Energy,
MOH US Equity,"Consumer, Non-cyclical",
MOLX US Equity,Industrial,
MOLXA US Equity,Industrial,
MONC IM Equity,"Consumer, Cyclical",
MORN US Equity,"Consumer, Non-cyclical",
MOS US Equity,Basic Materials,
MOWI NO Equity,"Consumer, Non-cyclical",
MPACT SP Equity,Financial,
MPC US Equity,Energy,
MPL AU Equity,Financial,
MPW US Equity,Financial,
MPWR US Equity,Technology,
MQG AU Equity,Financial,
MRK GY Equity,"Consumer, Non-cyclical",
MRK US Equity,"Consumer, Non-cyclical",
MRL SM Equity,Financial,
MRNA US Equity,"Consumer, Non-cyclical",
MRO LN Equity,Industrial,
MRO US Equity,Energy,
MRTX US Equity,"Consumer, Non-cyclical",
MRU CN Equity,"Consumer, Non-cyclical",
MRVI US Equity,"Consumer, Non-cyclical",
MRVL US Equity,Technology,
MRW LN Equity,"Consumer, Non-cyclical",
MS US Equity,Financial,
MSCC US Equity,Technology,
MSCI US Equity,Technology,
MSFT US Equity,Technology,
MSGN US Equity,Communications,
MSGS US Equity,"Consumer, Cyclical",
MSI US Equity,Communications,
MSM US Equity,"Consumer, Cyclical",
MSTR US Equity,Technology,
MT NA Equity,Basic Materials,
MTB US Equity,Financial,
MTCH US Equity,Communications,
MTD US Equity,Industrial,
MTG US Equity,Financial,
MTGB SS Equity,Technology,
MTLQQ US Equity,"Consumer, Cyclical",
MTN US Equity,"Consumer, Cyclical",
MTRN IT Equity,"Consumer, Cyclical",
MTW US Equity,Industrial,
MTX GY Equity,Industrial,
MU US Equity,Technology,
MUR US Equity,Energy,
MUV2 GY Equity,Financial,
MVNE IT Equity,Financial,
MWV US Equity,Industrial,
MWW US Equity,"Consumer, Non-cyclical",
MX CN Equity,Basic Materials,
MXIM US Equity,Technology,
MYGN US Equity,"Consumer, Non-cyclical",
MYTIL GA Equity,Utilities,
MZTF IT Equity,Financial,
N US Equity,Technology,
NA CN Equity,Financial,
NAB AU Equity,Financial,
NAT BB Equity,Diversified,
NATI US Equity,Industrial,
NAV US Equity,"Consumer, Cyclical",
NAVI US Equity,Financial,
NBIX US Equity,"Consumer, Non-cyclical",
NBL US Equity,Energy,
NBR US Equity,Energy,
NCC US Equity,Financial,
NCCB SS Equity,Industrial,
NCLH US Equity,"Consumer, Cyclical",
NCM AU Equity,Basic Materials,
NCR US Equity,Technology,
NDA FH Equity,Financial,
NDAQ US Equity,Financial,
NDSN US Equity,Industrial,
NEBLQ US Equity,Energy,
NEE US Equity,Utilities,
NEL NO Equity,Energy,
NELES FH Equity,Industrial,
NEM GY Equity,Technology,
NEM US Equity,Basic Materials,
NESN SE Equity,"Consumer, Non-cyclical",
NESTE FH Equity,Energy,
NET US Equity,Technology,
NEU US Equity,Basic Materials,
NEUF FP Equity,Communications,
NEX LN Equity,Industrial,
NEXI IM Equity,"Consumer, Non-cyclical",
NFG US Equity,Utilities,
NFLX US Equity,Communications,
NFS US Equity,Financial,
NFX US Equity,Energy,
NG/ LN Equity,Utilities,
NGD CN Equity,Basic Materials,
NHC AU Equity,Energy,
NHP US Equity,Financial,
NHY NO Equity,Basic Materials,
NI US Equity,Utilities,
NIBEB SS Equity,Industrial,
NICE IT Equity,Technology,
NIHDQ US Equity,Communications,
NK FP Equity,Industrial,
NKE US Equity,"Consumer, Cyclical",
NKLA US Equity,"Consumer, Cyclical",
NKO CN Equity,Energy,
NKT DC Equity,Industrial,
NKTR US Equity,"Consumer, Non-cyclical",
NLSN US Equity,Communications,
NLY US Equity,Financial,
NMC CN Equity,Diversified,
NMC LN Equity,"Consumer, Non-cyclical",
NN NA Equity,Financial,
NNDM US Equity,Technology,
NNN US Equity,Financial,
NNOX US Equity,"Consumer, Non-cyclical",
NOBL SP Equity,"Consumer, Cyclical",
NOC US Equity,Industrial,
NOD NO Equity,Technology,
NOKIA FH Equity,Communications,
NOL SP Equity,Industrial,
NOS PL Equity,Communications,
NOV US Equity,Energy,
NOVN SE Equity,"Consumer, Non-cyclical",
NOVOB DC Equity,"Consumer, Non-cyclical",
NOW US Equity,Technology,
NRF US Equity,Financial,
NRG US Equity,Utilities,
NRK LN Equity,Financial,
NSC US Equity,Industrial,
NSISB DC Equity,Basic Materials,
NST AU Equity,Basic Materials,
NTAP US Equity,Technology,
NTGY SM Equity,Utilities,
NTNX US Equity,Technology,
NTR CN Equity,Basic Materials,
NTRS US Equity,Financial,
NU US Equity,Financial,
NUAN US Equity,Technology,
NUE US Equity,Basic Materials,
NUM NA Equity,"Consumer, Non-cyclical",
NVAX US Equity,"Consumer, Non-cyclical",
NVCR US Equity,"Consumer, Non-cyclical",
NVDA US Equity,Technology,
NVEI CN Equity,"Consumer, Non-cyclical",
NVG PL Equity,Basic Materials,
NVL CN Equity,Basic Materials,
NVMI US Equity,Technology,
NVN AU Equity,Financial,
NVR US Equity,"Consumer, Cyclical",
NWG LN Equity,Financial,
NWL US Equity,"Consumer, Cyclical",
NWS US Equity,Communications,
NXG LN Equity,Financial,
NXPI US Equity,Technology,
NXT LN Equity,"Consumer, Cyclical",
NYCB US Equity,Financial,
NYKD NO Equity,"Consumer, Non-cyclical",
NYR BB Equity,Basic Materials,
O US Equity,Financial,
O2D GY Equity,Communications,
OA US Equity,Industrial,
OBE CN Equity,Energy,
OBEL BB Equity,Communications,
OC US Equity,Industrial,
OCBC SP Equity,Financial,
OCDO LN Equity,"Consumer, Non-cyclical",
OCI NA Equity,Basic Materials,
OCN US Equity,Financial,
OCR US Equity,"Consumer, Non-cyclical",
ODFL US Equity,Industrial,
ODP US Equity,"Consumer, Cyclical",
OERL SE Equity,Basic Materials,
OGE US Equity,Utilities,
OHI US Equity,Financial,
OI US Equity,Industrial,
OII US Equity,Energy,
OKE US Equity,Energy,
OKTA US Equity,Technology,
OLAM SP Equity,"Consumer, Non-cyclical",
OLED US Equity,Industrial,
OLPX US Equity,"Consumer, Non-cyclical",
OLT NO Equity,Financial,
OMC US Equity,Communications,
OMF US Equity,Financial,
OMU LN Equity,Financial,
OMV AV Equity,Energy,
OMX SS Equity,Financial,
ON US Equity,Technology,
ONEX CN Equity,Financial,
ONXX US Equity,"Consumer, Non-cyclical",
OPAP GA Equity,"Consumer, Cyclical",
OPCE IT Equity,Utilities,
OPEN US Equity,Communications,
OPHR LN Equity,Energy,
OPK US Equity,"Consumer, Non-cyclical",
OR FP Equity,"Consumer, Non-cyclical",
ORA FP Equity,Communications,
ORBK US Equity,Industrial,
ORCL US Equity,Technology,
ORG AU Equity,Utilities,
ORI AU Equity,Industrial,
ORI US Equity,Financial,
ORK NO Equity,"Consumer, Non-cyclical",
ORL IT Equity,Energy,
ORLY US Equity,"Consumer, Cyclical",
ORNAV FH Equity,"Consumer, Non-cyclical",
ORRON SS Equity,Utilities,
ORSTED DC Equity,Utilities,
OSEM IT Equity,"Consumer, Non-cyclical",
OSH AU Equity,Energy,
OSH US Equity,"Consumer, Non-cyclical",
OSR GY Equity,Technology,
OTEX CN Equity,Technology,
OTIS US Equity,Industrial,
OUE SP Equity,Financial,
OUT1V FH Equity,Basic Materials,
OVV US Equity,Energy,
OWL US Equity,Financial,
OXY US Equity,Energy,
OZK US Equity,Financial,
OZL AU Equity,Basic Materials,
P911 GY Equity,"Consumer, Cyclical",
PAAS CN Equity,Basic Materials,
PACW US Equity,Financial,
PAGE LN Equity,"Consumer, Non-cyclical",
PAGP US Equity,Energy,
PAGS US Equity,Financial,
PAH3 GY Equity,"Consumer, Cyclical",
PANW US Equity,Communications,
PARAA US Equity,Communications,
PARG SE Equity,Financial,
PAS SM Equity,Financial,
PATH US Equity,Technology,
PAYC US Equity,Technology,
PAYX US Equity,Technology,
PBCT US Equity,Financial,
PBG US Equity,"Consumer, Non-cyclical",
PBI US Equity,Technology,
PBYI US Equity,"Consumer, Non-cyclical",
PC IM Equity,"Consumer, Cyclical",
PCAR US Equity,"Consumer, Cyclical",
PCG US Equity,Utilities,
PCL US Equity,Financial,
PCP IM Equity,"Consumer, Cyclical",
PCP US Equity,Industrial,
PCTY US Equity,"Consumer, Non-cyclical",
PCYC US Equity,"Consumer, Non-cyclical",
PD CN Equity,Energy,
PDCO US Equity,"Consumer, Non-cyclical",
PDE US Equity,Energy,
PDN AU Equity,Basic Materials,
PE US Equity,Energy,
PEG US Equity,Utilities,
PEGA US Equity,Technology,
PEN US Equity,"Consumer, Non-cyclical",
PENN US Equity,"Consumer, Cyclical",
PEP US Equity,"Consumer, Non-cyclical",
PETM US Equity,"Consumer, Cyclical",
PEY CN Equity,Energy,
PF US Equity,"Consumer, Non-cyclical",
PFC LN Equity,Energy,
